signal_date,code,announcement_summary,event_summary
2026-04-27,002531,1-1募集说明书(申报稿)(天顺风能(苏州)股份有限公司) | 6-1发行人最近一年的财务报告及其审计报告以及最近一期的财务报告(申报稿)(天顺风能(苏州)股份有限公司) | 3-1证券发行保荐书(申报稿)(天顺风能(苏州)股份有限公司),深主板再融资募集说明书申报稿 | 深主板再融资审计报告 | 深主板再融资发行保荐书 | 1-1募集说明书(申报稿)(天顺风能(苏州)股份有限公司) | 6-1发行人最近一年的财务报告及其审计报告以及最近一期的财务报告(申报稿)(天顺风能(苏州)股份有限公司) | 3-1证券发行保荐书(申报稿)(天顺风能(苏州)股份有限公司)
2026-04-27,002554,深交所:惠博普_监管函,深交所股票监管函 | 深交所:惠博普_监管函
2026-04-27,002558,巨人网络:2025年度独立董事述职报告-ZHOUDONGSHENG(周东生) | 巨人网络:第六届董事会第十八次会议决议的公告 | 巨人网络:关于使用闲置自有资金购买理财产品的公告,独立董事述职报告 | 分配预案 | 投资理财 | 巨人网络:2025年度独立董事述职报告-ZHOUDONGSHENG(周东生) | 巨人网络:第六届董事会第十八次会议决议的公告 | 巨人网络:关于使用闲置自有资金购买理财产品的公告
2026-04-27,002562,兄弟科技:2026年一季度报告 | 兄弟科技:募集资金年度存放、管理与使用情况鉴证报告 | 兄弟科技:第六届董事会第二十三次会议决议公告,一季度报告全文 | 保荐/核查意见 | 分配预案 | 兄弟科技:2026年一季度报告 | 兄弟科技:募集资金年度存放、管理与使用情况鉴证报告 | 兄弟科技:第六届董事会第二十三次会议决议公告
2026-04-27,002578,闽发铝业:第六届董事会第十次会议决议的公告 | 闽发铝业:关于2025年度拟不进行利润分配的公告 | 闽发铝业:2026年度日常关联交易预计的公告,分配预案 | 关联交易 | 其他 | 闽发铝业:第六届董事会第十次会议决议的公告 | 闽发铝业:关于2025年度拟不进行利润分配的公告 | 闽发铝业:2026年度日常关联交易预计的公告
2026-04-27,002587,奥拓电子:2026年04月27日投资者关系活动记录表 | 奥拓电子:关于向银行申请授信额度的公告 | 奥拓电子:2025年度内部控制评价报告,调研活动 | 借贷 | 内部控制报告 | 奥拓电子:2026年04月27日投资者关系活动记录表 | 奥拓电子:关于向银行申请授信额度的公告 | 奥拓电子:2025年度内部控制评价报告
2026-04-27,002597,金禾实业:2026年4月27日投资者关系活动记录表,调研活动 | 金禾实业:2026年4月27日投资者关系活动记录表
2026-04-27,002616,长青集团:2025年年度权益分派实施公告,分配方案实施 | 长青集团:2025年年度权益分派实施公告
2026-04-27,002631,德尔未来:2026年4月27日投资者关系活动记录表,调研活动 | 德尔未来:2026年4月27日投资者关系活动记录表
2026-04-27,002643,万润股份:投资者关系活动记录表20260427,调研活动 | 万润股份:投资者关系活动记录表20260427
2026-04-27,002650,ST加加:关于续聘2026年度审计机构的公告 | ST加加:关于董事、高级管理人员2025年度薪酬确认及2026年度薪酬方案的公告 | ST加加:关于加加食品集团股份有限公司2025年度营业收入扣除事项的专项审核报告,审计机构变更 | 其他 | 保荐/核查意见 | ST加加:关于续聘2026年度审计机构的公告 | ST加加:关于董事、高级管理人员2025年度薪酬确认及2026年度薪酬方案的公告 | ST加加:关于加加食品集团股份有限公司2025年度营业收入扣除事项的专项审核报告
2026-04-27,002651,利君股份:2025年年度报告 | 利君股份:董事会关于独立董事2025年度保持独立性情况的专项意见 | 利君股份:2025年年度报告摘要,年度报告全文 | 专项说明/独立意见 | 年度报告摘要 | 利君股份:2025年年度报告 | 利君股份:董事会关于独立董事2025年度保持独立性情况的专项意见 | 利君股份:2025年年度报告摘要
2026-04-27,002653,海思科:第五届董事会第三十八次会议决议公告 | 海思科:关于2025年年度股东会增加临时提案暨补充通知的公告 | 海思科:2026年一季度报告,其他增发事项公告 | 增加股东大会议案 | 一季度报告全文 | 海思科:第五届董事会第三十八次会议决议公告 | 海思科:关于2025年年度股东会增加临时提案暨补充通知的公告 | 海思科:2026年一季度报告
2026-04-27,002677,浙江美大:内部控制审计报告 | 浙江美大:2025年度独立董事述职报告(龚刚敏) | 浙江美大:董事和高级管理人员2026年度薪酬方案,审计报告 | 独立董事述职报告 | 其他 | 浙江美大:内部控制审计报告 | 浙江美大:2025年度独立董事述职报告(龚刚敏) | 浙江美大:董事和高级管理人员2026年度薪酬方案
2026-04-27,002703,浙江世宝:2026年一季度报告,一季度报告全文 | 浙江世宝:2026年一季度报告
2026-04-27,002707,众信旅游:关于使用闲置自有资金进行委托理财的公告 | 众信旅游:2025年年度审计报告 | 众信旅游:关于确定公司及子公司互保额度的公告,委托（受托）事项 | 审计报告 | 其他担保公告 | 众信旅游:关于使用闲置自有资金进行委托理财的公告 | 众信旅游:2025年年度审计报告 | 众信旅游:关于确定公司及子公司互保额度的公告
2026-04-27,002716,湖南白银:中国国际金融股份有限公司关于湖南白银股份有限公司发行股份购买资产并募集配套资金暨关联交易之2025年度持续督导意见暨持续督导总结报告,保荐/核查意见 | 湖南白银:中国国际金融股份有限公司关于湖南白银股份有限公司发行股份购买资产并募集配套资金暨关联交易之2025年度持续督导意见暨持续督导总结报告
2026-04-27,002731,ST萃华:股票交易异常波动公告,股票交易异常波动 | ST萃华:股票交易异常波动公告
2026-04-27,002737,葵花药业:独立董事述职报告-张盈 | 葵花药业:2025年度内部控制自我评价报告 | 葵花药业:关于举行2025年度网上业绩说明会的通知,独立董事述职报告 | 内部控制报告 | 其他 | 葵花药业:独立董事述职报告-张盈 | 葵花药业:2025年度内部控制自我评价报告 | 葵花药业:关于举行2025年度网上业绩说明会的通知
2026-04-27,002739,儒意电影:非经营性资金占用及其他关联资金往来情况汇总表 | 儒意电影:独立董事2025年度述职报告(叶慧) | 儒意电影:关于2026年度担保额度预计的公告,资金占用 | 独立董事述职报告 | 担保年度额度预计 | 儒意电影:非经营性资金占用及其他关联资金往来情况汇总表 | 儒意电影:独立董事2025年度述职报告(叶慧) | 儒意电影:关于2026年度担保额度预计的公告
2026-04-27,002760,凤形股份:关于筹划发行股份购买资产并募集配套资金暨关联交易的进展公告,关联交易 | 凤形股份:关于筹划发行股份购买资产并募集配套资金暨关联交易的进展公告
2026-04-27,002762,*ST金比:第六届董事会第三次会议决议公告 | *ST金比:2026年一季度报告,董事会决议公告 | 一季度报告全文 | *ST金比:第六届董事会第三次会议决议公告 | *ST金比:2026年一季度报告
2026-04-27,002769,普路通:2025年年度报告 | 普路通:关于召开2025年年度股东会的通知 | 普路通:2025年度内部控制评价报告,年度报告全文 | 召开股东大会通知 | 内部控制报告 | 普路通:2025年年度报告 | 普路通:关于召开2025年年度股东会的通知 | 普路通:2025年度内部控制评价报告
2026-04-27,002775,文科股份:广东文科绿色科技股份有限公司章程 | 文科股份:关于会计政策变更的公告 | 文科股份:上市公司2025年度非经营性资金占用及其他关联资金往来情况汇总表,公司章程 | 其他 | 资金占用 | 文科股份:广东文科绿色科技股份有限公司章程 | 文科股份:关于会计政策变更的公告 | 文科股份:上市公司2025年度非经营性资金占用及其他关联资金往来情况汇总表
2026-04-27,002779,深交所:中坚科技_监管函 | 中坚科技:2025年年度股东会决议公告 | 中坚科技:公司章程修正案(2026年4月),深交所股票监管函 | 分配方案决议公告 | 公司章程修订 | 深交所:中坚科技_监管函 | 中坚科技:2025年年度股东会决议公告 | 中坚科技:公司章程修正案(2026年4月)
2026-04-27,002787,华源控股:公司股票交易异常波动公告,股票交易异常波动 | 华源控股:公司股票交易异常波动公告
2026-04-27,002796,世嘉科技:2025年年度报告 | 世嘉科技:关于开展外汇套期保值业务的公告 | 世嘉科技:关于董事、高级管理人员2025年度薪酬执行情况及2026年度薪酬方案的公告,年度报告全文 | 其他 | 资金占用 | 世嘉科技:2025年年度报告 | 世嘉科技:关于开展外汇套期保值业务的公告 | 世嘉科技:关于董事、高级管理人员2025年度薪酬执行情况及2026年度薪酬方案的公告
2026-04-27,002809,红墙股份:2025年度财务决算报告 | 红墙股份:2025年度内部控制自我评价报告 | 红墙股份:营业收入扣除情况表专项核查报告,年度财务报告 | 内部控制报告 | 保荐/核查意见 | 红墙股份:2025年度财务决算报告 | 红墙股份:2025年度内部控制自我评价报告 | 红墙股份:营业收入扣除情况表专项核查报告
2026-04-27,002810,山东赫达:公司2025年度独立董事述职报告-王磊 | 山东赫达:独立董事提名人声明与承诺-张俊学 | 山东赫达:北京市齐致(济南)律师事务所关于山东赫达第三期股权激励计划注销部分股票期权及回购注销部分限制性股票的法律意见书,独立董事述职报告 | 独立董事提名人声明 | 法律意见书 | 山东赫达:公司2025年度独立董事述职报告-王磊 | 山东赫达:独立董事提名人声明与承诺-张俊学 | 山东赫达:北京市齐致(济南)律师事务所关于山东赫达第三期股权激励计划注销部分股票期权及回购注销部分限制性股票的法律意见书
2026-04-27,002836,新宏泽:关于召开2025年度股东会的通知 | 新宏泽:独立董事提名人声明与承诺(苏镜权) | 新宏泽:关联交易决策制度(2026年4月修订),召开股东大会通知 | 独立董事提名人声明 | 管理办法/制度 | 新宏泽:关于召开2025年度股东会的通知 | 新宏泽:独立董事提名人声明与承诺(苏镜权) | 新宏泽:关联交易决策制度(2026年4月修订)
2026-04-27,002840,华统股份:2025年度独立董事述职报告(楼芝兰) | 华统股份:非经营性资金占用及其他关联资金往来情况的专项审计说明 | 华统股份:募集资金年度存放、管理与使用情况鉴证报告,独立董事述职报告 | 保荐/核查意见 | 募集资金使用情况报告 | 华统股份:2025年度独立董事述职报告(楼芝兰) | 华统股份:非经营性资金占用及其他关联资金往来情况的专项审计说明 | 华统股份:募集资金年度存放、管理与使用情况鉴证报告
